brand,model,year,kilometers_driven,owner_type,fuel_type,price_lakhs
Maruti,Dzire,2019.0,24495,2,PETROL,5.93
Maruti,Ciaz,2018.0,50946,2,PETROL,6.59
Maruti,Swift Dzire,2012.0,57606,1,DIESEL,8.6
Maruti,Baleno,2020.0,63060,1,PETROL,6.05
Maruti,Swift,2013.0,43278,1,PETROL,4.02
Maruti,New Wagon-R,2019.0,90671,1,CNG,4.76
Hyundai,i20,2014.0,53014,1,PETROL,4.29
Maruti,Swift Dzire,2013.0,59301,1,PETROL,3.58
Honda,Amaze,2019.0,25928,1,PETROL,8.72
Maruti,Wagon R 1.0,2017.0,88004,1,PETROL,4.41
Maruti,Wagon R 1.0,2011.0,45040,2,CNG,2.34
Maruti,IGNIS,2017.0,81135,2,DIESEL,5.96
Maruti,S Cross,2021.0,22273,1,PETROL,7.95
Maruti,Swift,2010.0,66354,1,PETROL,1.78
Renault,Kiger,2021.0,17210,1,PETROL,9.22
Maruti,Baleno,2016.0,72160,1,PETROL,5.3
Tata,Tiago,2018.0,54154,1,PETROL,5.65
Maruti,S Cross,2021.0,17916,1,PETROL,8.39
Hyundai,Grand i10,2018.0,61598,2,PETROL,5.17
Renault,TRIBER,2022.0,39316,1,PETROL,6.87
Maruti,Celerio,2016.0,24189,2,PETROL,4.47
Hyundai,Grand i10,2014.0,76853,1,PETROL,4.16
Jeep,Compass,2019.0,23690,1,PETROL,16.45
Renault,Kwid,2018.0,37418,2,PETROL,4.02
Maruti,Swift,2015.0,74704,1,DIESEL,6.13
Ford,Ecosport,2019.0,87938,1,DIESEL,7.41
Hyundai,i10,2012.0,48223,2,PETROL,2.13
Maruti,Swift Dzire,2013.0,108714,3,PETROL,5.22
Hyundai,GRAND I10 NIOS,2021.0,77450,1,CNG,6.55
Hyundai,i20,2012.0,68907,2,PETROL,2.9
Maruti,Swift,2015.0,58464,2,PETROL,4.57
Renault,Kwid,2019.0,12153,1,PETROL,4.44
Hyundai,Grand i10,2017.0,28749,1,PETROL,4.94
Maruti,Baleno,2019.0,15551,1,PETROL,7.01
Hyundai,i10,2012.0,52842,2,PETROL,2.57
Renault,Kwid,2019.0,16926,2,PETROL,4.4
Maruti,Baleno,2019.0,28991,1,PETROL,5.67
Hyundai,Verna,2018.0,31426,1,PETROL,8.24
Maruti,Wagon R 1.0,2017.0,38035,1,PETROL,4.04
Maruti,Swift Dzire,2014.0,101543,1,PETROL,4.56
Honda,City,2018.0,43692,1,PETROL,8.02
Jeep,Compass,2017.0,89464,1,DIESEL,11.03
Hyundai,Verna,2013.0,75251,1,DIESEL,7.19
Maruti,Baleno,2016.0,58515,1,PETROL,4.34
Maruti,Swift,2020.0,57109,1,PETROL,5.92
Honda,WR-V,2019.0,38273,2,PETROL,6.752
Maruti,Alto K10,2016.0,51825,1,PETROL,3.06
Maruti,Alto 800,2016.0,37125,1,PETROL,2.83
Renault,Captur,2018.0,68132,1,DIESEL,7.32
Honda,Amaze,2018.0,120112,2,DIESEL,5.34
Honda,Amaze,2021.0,71423,1,PETROL,6.15
Maruti,XL6,2019.0,19675,2,PETROL,10.27
Tata,TIGOR,2018.0,59296,2,DIESEL,6.56
KIA,SELTOS,2020.0,17415,1,PETROL,17.17
Hyundai,i10,2010.0,81176,2,PETROL,1.7
Renault,Kiger,2021.0,17632,1,PETROL,7.78
Hyundai,NEW SANTRO,2020.0,40817,2,PETROL,5.91
Maruti,Alto,2020.0,28867,1,PETROL,3.76
Maruti,Celerio,2014.0,65187,1,PETROL,3.1
Hyundai,Verna,2018.0,87503,1,DIESEL,5.0
Renault,Kwid,2018.0,30209,1,PETROL,3.3
Hyundai,Creta,2018.0,58057,2,DIESEL,10.07
Maruti,S Cross,2016.0,122542,1,DIESEL,6.27
Maruti,Baleno,2016.0,40188,1,PETROL,4.97
Hyundai,Eon,2018.0,33366,1,CNG,3.72
Maruti,Vitara Brezza,2017.0,44726,1,DIESEL,6.48
Hyundai,i10,2010.0,104950,1,PETROL,2.27
Tata,ALTROZ,2021.0,3895,1,PETROL,7.53
Maruti,Dzire,2018.0,74169,1,PETROL,6.76
Hyundai,Grand i10,2017.0,68757,2,PETROL,5.05
Skoda,Rapid,2020.0,49220,1,PETROL,4.9
Renault,Kwid,2017.0,51426,1,PETROL,3.51
Maruti,Swift,2016.0,61881,1,PETROL,5.5
Maruti,Dzire,2018.0,31458,2,PETROL,6.01
KIA,SONET,2022.0,5120,1,PETROL,12.44
Maruti,Ciaz,2018.0,69846,2,PETROL,5.89
Maruti,Alto,2010.0,244253,1,PETROL,1.92
Skoda,Rapid,2012.0,20752,1,PETROL,5.78
Maruti,Dzire,2017.0,80140,1,PETROL,6.08
Maruti,Celerio,2016.0,97383,2,PETROL,2.85
Renault,Kwid,2017.0,62826,1,PETROL,2.67
Skoda,Rapid,2021.0,76654,1,DIESEL,10.12
Honda,Amaze,2015.0,91771,2,DIESEL,4.88
Ford,New Figo,2021.0,13923,1,PETROL,8.17
Tata,TIGOR,2018.0,65411,1,DIESEL,4.91
Maruti,Dzire,2018.0,62543,1,PETROL,3.66
Maruti,Baleno,2020.0,60058,1,PETROL,6.76
Ford,Ecosport,2018.0,77819,2,DIESEL,7.37
Maruti,Celerio X,2019.0,85140,1,PETROL,4.21
Maruti,Alto 800,2012.0,35007,2,PETROL,2.59
Maruti,Swift,2019.0,89899,1,PETROL,7.11
Renault,Kwid,2021.0,17847,1,PETROL,5.31
Maruti,Swift Dzire,2015.0,25960,1,PETROL,9.68
Tata,NEXON,2019.0,33978,1,PETROL,8.53
Maruti,New Wagon-R,2020.0,67846,1,PETROL,4.74
Datsun,Redi Go,2021.0,13454,1,PETROL,3.62
Honda,Brio,2014.0,50650,2,PETROL,2.75
Hyundai,Eon,2017.0,90153,1,PETROL,2.95
Maruti,Ciaz,2018.0,52130,1,PETROL,6.26
Maruti,Swift,2017.0,69895,1,PETROL,4.79
Hyundai,i10,2011.0,54682,1,PETROL,2.41
Mahindra,Thar,2021.0,5097,2,PETROL,15.47
Maruti,Dzire,2019.0,44546,1,PETROL,6.35
Maruti,Swift,2012.0,116973,1,PETROL,3.16
Tata,NEXON,2021.0,31793,1,DIESEL,12.95
Mahindra,XUV500,2017.0,30728,1,DIESEL,15.31
Toyota,Innova Crysta,2018.0,81300,1,DIESEL,17.13
Volkswagen,Polo,2019.0,58031,1,PETROL,6.39
Hyundai,Eon,2016.0,8187,2,PETROL,3.66
Mahindra,XUV500,2016.0,54628,2,DIESEL,10.12
Ford,Ecosport,2017.0,52450,2,PETROL,5.51
Maruti,Alto 800,2016.0,40133,3,PETROL,2.77
Maruti,Vitara Brezza,2018.0,36428,1,DIESEL,7.79
Datsun,Go,2016.0,42285,1,PETROL,2.03
Maruti,Baleno,2020.0,35053,1,PETROL,6.55
Maruti,Swift Dzire,2015.0,56389,2,PETROL,3.16
Toyota,YARIS,2021.0,58989,1,PETROL,9.13
Maruti,Dzire,2019.0,35146,1,PETROL,7.31
Hyundai,Elite i20,2019.0,62596,1,PETROL,6.85
Maruti,S Cross,2020.0,26852,1,PETROL,10.19
Honda,City,2015.0,13681,1,PETROL,9.26
Maruti,Alto K10,2011.0,84199,2,PETROL,1.68
Honda,Jazz,2022.0,11077,1,PETROL,8.3
Maruti,New Wagon-R,2019.0,38201,1,PETROL,5.1
Hyundai,i20,2013.0,62091,3,PETROL,2.9
Maruti,Baleno,2017.0,44339,1,PETROL,6.58
Honda,WR-V,2017.0,87581,1,PETROL,6.13
Maruti,Swift Dzire,2010.0,38464,2,PETROL,10.49
Hyundai,ALCAZAR,2021.0,30111,1,DIESEL,18.77
Hyundai,VENUE,2021.0,13241,1,PETROL,11.18
Renault,Kwid,2017.0,28675,1,PETROL,3.37
Hyundai,Grand i10,2017.0,86527,1,PETROL,4.46
Maruti,Wagon R 1.0,2018.0,66438,1,CNG,4.24
Maruti,Alto K10,2018.0,24379,1,PETROL,3.56
Honda,Amaze,2013.0,95303,1,PETROL,6.74
Volkswagen,Polo,2013.0,61360,1,PETROL,4.67
Maruti,Baleno,2021.0,61289,1,PETROL,6.96
Honda,Amaze,2019.0,48162,1,PETROL,5.66
Honda,Amaze,2018.0,70968,1,PETROL,6.17
Honda,City,2016.0,61813,3,PETROL,6.03
Ford,Ecosport,2017.0,85982,2,PETROL,6.94
Maruti,Wagon R 1.0,2015.0,79769,1,CNG,3.53
Hyundai,Elite i20,2017.0,93975,1,PETROL,6.99
Hyundai,Creta,2022.0,4164,1,DIESEL,14.49
Honda,Brio,2015.0,73634,1,PETROL,4.13
Maruti,Swift Dzire,2012.0,50816,2,PETROL,7.97
Maruti,A Star,2010.0,49743,1,PETROL,1.64
Volkswagen,Ameo,2017.0,114844,1,PETROL,5.91
Maruti,Baleno,2019.0,57203,1,PETROL,6.1
Honda,Civic,2019.0,113624,1,DIESEL,6.31
Maruti,Dzire,2017.0,53119,1,PETROL,5.02
Maruti,Celerio,2018.0,31424,1,PETROL,5.29
Renault,Kwid,2019.0,55065,1,PETROL,4.28
Volkswagen,Polo,2010.0,97453,1,PETROL,3.11
Maruti,Swift,2017.0,57938,1,PETROL,4.67
Toyota,Corolla Altis,2011.0,100075,2,PETROL,3.94
Maruti,Celerio,2018.0,50870,1,CNG,5.19
Maruti,Dzire,2018.0,79019,1,DIESEL,7.58
Toyota,Corolla Altis,2013.0,104563,2,PETROL,3.53
Honda,City,2014.0,76899,1,PETROL,3.97
Hyundai,AURA,2020.0,92154,1,PETROL,5.51
Maruti,Baleno,2017.0,62422,2,PETROL,5.74
Maruti,Alto K10,2017.0,28200,1,PETROL,3.64
Hyundai,i20,2011.0,93658,2,PETROL,2.07
Hyundai,Verna,2016.0,95184,2,PETROL,5.33
Honda,City,2018.0,32795,2,PETROL,6.33
Hyundai,GRAND I10 NIOS,2019.0,9026,1,PETROL,6.95
Hyundai,GRAND I10 NIOS,2019.0,38010,1,PETROL,7.1
Honda,Amaze,2021.0,69050,2,PETROL,7.33
Maruti,Swift,2018.0,71824,1,PETROL,5.22
KIA,SELTOS,2020.0,42372,1,PETROL,13.39
Hyundai,NEW I20,2020.0,34579,1,DIESEL,10.31
Hyundai,Grand i10,2014.0,44106,1,PETROL,4.25
Maruti,Alto K10,2016.0,22747,2,PETROL,2.9
Maruti,Wagon R 1.0,2017.0,71220,1,CNG,3.86
Honda,Amaze,2015.0,59657,1,DIESEL,6.9
Hyundai,i20 Active,2017.0,26404,1,PETROL,6.91
Maruti,Baleno,2018.0,53715,4,CNG,6.51
Maruti,S PRESSO,2019.0,67591,1,PETROL,4.35
Hyundai,Xcent,2015.0,105339,1,DIESEL,7.08
Honda,City,2020.0,104681,1,PETROL,4.69
Maruti,Dzire,2017.0,81369,1,PETROL,5.53
Honda,Jazz,2019.0,63460,1,PETROL,7.94
Hyundai,NEW SANTRO,2019.0,34284,1,CNG,5.33
Ford,Ecosport,2018.0,76198,1,DIESEL,7.6
Hyundai,Grand i10,2019.0,22695,1,PETROL,5.63
Hyundai,Elite i20,2017.0,41497,1,PETROL,6.58
Maruti,Celerio X,2018.0,70312,3,PETROL,4.15
Hyundai,NEW SANTRO,2018.0,49258,1,CNG,5.55
Hyundai,i20,2013.0,94424,1,PETROL,3.19
Maruti,IGNIS,2018.0,36714,1,PETROL,5.8
Maruti,Celerio,2019.0,9067,2,PETROL,5.07
Maruti,New Wagon-R,2020.0,47781,1,CNG,5.15
Renault,Duster,2021.0,12441,1,PETROL,13.11
Hyundai,Grand i10,2015.0,89268,2,PETROL,4.48
Maruti,Wagon R 1.0,2013.0,45247,1,PETROL,2.5
Maruti,Ertiga,2017.0,101647,3,DIESEL,7.16
Mahindra,XUV500,2016.0,57626,1,DIESEL,12.74
Maruti,Alto K10,2015.0,44589,1,PETROL,3.2
Honda,City,2017.0,39429,2,PETROL,5.74
Honda,WR-V,2018.0,90213,1,PETROL,6.85
Hyundai,Grand i10,2015.0,25452,1,PETROL,5.42
Maruti,Swift Dzire,2015.0,38272,1,PETROL,8.85
Maruti,Ciaz,2017.0,34483,1,PETROL,5.11
Maruti,Alto 800,2014.0,71218,1,PETROL,2.95
Tata,Tiago,2017.0,65287,1,PETROL,4.58
Maruti,Dzire,2022.0,73980,2,PETROL,5.73
Maruti,Wagon R 1.0,2016.0,36954,3,PETROL,3.75
Tata,ALTROZ,2022.0,5107,1,PETROL,9.52
Maruti,Wagon R 1.0,2017.0,33789,1,PETROL,3.99
Maruti,Dzire,2017.0,7281,1,PETROL,13.73
Renault,TRIBER,2019.0,24945,1,PETROL,6.26
Maruti,Vitara Brezza,2017.0,67646,1,DIESEL,6.44
Maruti,Dzire,2018.0,74352,1,PETROL,3.67
Renault,Kiger,2021.0,33234,1,PETROL,7.48
Maruti,Baleno,2017.0,57559,1,PETROL,4.96
Honda,City,2016.0,38706,1,PETROL,7.24
Maruti,Vitara Brezza,2018.0,75647,1,DIESEL,5.8
Maruti,Vitara Brezza,2019.0,59517,1,DIESEL,9.0
Maruti,Vitara Brezza,2018.0,72152,2,DIESEL,9.3
Maruti,Ciaz,2018.0,30526,1,PETROL,6.45
Maruti,BREZZA,2022.0,19466,1,PETROL,13.47
Hyundai,Eon,2018.0,57485,1,PETROL,3.06
Maruti,Wagon R 1.0,2015.0,34204,1,CNG,3.77
Hyundai,Verna,2019.0,43174,1,PETROL,4.63
Renault,Kwid,2020.0,14156,1,PETROL,3.93
Hyundai,Santro Xing,2014.0,10861,1,PETROL,2.64
Honda,City,2017.0,35925,1,PETROL,7.46
Honda,Brio,2012.0,57686,2,PETROL,2.75
Maruti,Dzire,2019.0,65131,2,PETROL,5.64
Tata,TIGOR,2017.0,69742,1,PETROL,8.73
Tata,ALTROZ,2021.0,9934,1,PETROL,7.56
Maruti,Alto 800,2016.0,28381,1,PETROL,2.79
Nissan,MAGNITE,2022.0,10478,1,PETROL,9.05
Maruti,Swift Dzire,2012.0,73970,1,DIESEL,9.76
Maruti,Ritz,2011.0,59680,1,PETROL,1.92
Maruti,New Wagon-R,2019.0,33412,1,PETROL,5.01
Toyota,Glanza,2020.0,50209,2,PETROL,7.22
Maruti,Wagon R 1.0,2013.0,78947,3,PETROL,3.29
Maruti,Alto,2021.0,18663,1,PETROL,4.69
Tata,TIGOR,2019.0,46013,2,PETROL,5.44
Maruti,Alto,2021.0,32041,1,CNG,4.29
Maruti,Swift,2015.0,47507,3,PETROL,4.62
Maruti,Swift Dzire,2010.0,35782,1,PETROL,7.38
Maruti,Baleno,2019.0,15480,1,PETROL,6.24
Honda,Amaze,2019.0,15680,1,PETROL,11.02
Hyundai,NEW SANTRO,2019.0,29390,1,PETROL,5.08
Honda,Brio,2012.0,92796,1,PETROL,3.38
Hyundai,Santro Xing,2013.0,81618,1,PETROL,2.12
Maruti,Wagon R 1.0,2018.0,69705,1,PETROL,3.82
Maruti,Wagon R 1.0,2015.0,46332,2,PETROL,3.54
Honda,Amaze,2014.0,69660,1,PETROL,3.5
Maruti,Swift,2018.0,80955,1,PETROL,6.44
Ford,Ecosport,2018.0,54308,1,PETROL,6.95
Hyundai,Verna,2018.0,20664,1,PETROL,4.09
Maruti,Celerio,2018.0,52080,2,PETROL,4.62
Maruti,S PRESSO,2019.0,33484,1,PETROL,4.29
Maruti,Dzire,2017.0,99367,1,DIESEL,7.38
Honda,WR-V,2021.0,71880,1,DIESEL,10.26
Tata,Safari,2022.0,18319,1,DIESEL,21.07
Hyundai,Elite i20,2015.0,54154,1,PETROL,6.64
Hyundai,i10,2011.0,42527,2,PETROL,2.51
Hyundai,Elite i20,2017.0,81025,1,PETROL,5.57
Hyundai,Eon,2013.0,100432,2,PETROL,2.23
Maruti,Alto 800,2017.0,20815,1,PETROL,3.06
Honda,WR-V,2018.0,36036,1,PETROL,7.59
Maruti,S PRESSO,2020.0,21336,1,PETROL,3.98
Maruti,Alto 800,2019.0,22950,1,PETROL,3.11
Maruti,Swift,2015.0,97812,1,DIESEL,5.04
Maruti,Vitara Brezza,2018.0,50481,1,DIESEL,7.72
Hyundai,Creta,2017.0,72313,2,PETROL,9.56
Hyundai,i10,2011.0,59559,2,PETROL,2.57
Honda,WR-V,2018.0,41825,1,PETROL,6.7065
KIA,CARENS,2022.0,10988,1,PETROL,16.6
Hyundai,i10,2015.0,93593,1,PETROL,3.95
Maruti,IGNIS,2017.0,73927,1,PETROL,5.54
Skoda,Rapid,2017.0,120754,1,DIESEL,7.81
Honda,Brio,2013.0,70569,1,PETROL,3.28
Hyundai,Grand i10,2013.0,66983,1,PETROL,3.26
Hyundai,Creta,2020.0,44093,1,DIESEL,14.16
Maruti,Swift,2018.0,51706,1,PETROL,5.64
Ford,Ecosport,2021.0,25576,2,PETROL,10.22
Maruti,Dzire,2020.0,87480,1,PETROL,3.42
Maruti,Ritz,2012.0,87214,1,PETROL,2.2
Mahindra,Bolero,2021.0,36739,1,DIESEL,10.06
Maruti,Swift Dzire,2012.0,65471,2,PETROL,3.55
Maruti,Swift,2015.0,59196,2,PETROL,4.8
Hyundai,i10,2010.0,95457,1,PETROL,1.7
Hyundai,Grand i10,2017.0,72359,1,DIESEL,4.58
Maruti,Swift Dzire,2015.0,89997,2,DIESEL,6.35
Maruti,Swift Dzire,2015.0,47097,1,PETROL,5.21
Hyundai,i10,2010.0,114743,1,PETROL,2.34
Hyundai,Grand i10,2014.0,55890,1,PETROL,4.05
Hyundai,Eon,2014.0,51119,1,PETROL,3.13
Maruti,Swift,2021.0,56409,2,PETROL,7.33
Honda,Amaze,2022.0,42206,1,PETROL,6.53
Hyundai,i20,2010.0,49686,3,PETROL,1.8
Hyundai,Grand i10,2016.0,60999,1,PETROL,5.16
Maruti,Wagon R 1.0,2015.0,64186,2,PETROL,4.05
Maruti,Swift Dzire,2016.0,55632,1,PETROL,4.96
Maruti,Swift Dzire,2012.0,86543,3,DIESEL,3.43
Maruti,Celerio,2018.0,52829,2,PETROL,4.4
Skoda,KUSHAQ,2021.0,21150,1,PETROL,9.86
Maruti,Vitara Brezza,2017.0,67957,1,DIESEL,6.98
Toyota,Etios,2015.0,61984,2,DIESEL,5.0
Maruti,Swift,2013.0,80134,3,PETROL,4.41
Honda,City,2020.0,70764,1,PETROL,6.23
Maruti,Swift,2012.0,52944,1,PETROL,2.9
Maruti,Swift,2015.0,55382,2,PETROL,4.67
Maruti,S PRESSO,2019.0,32376,1,PETROL,4.32
Volkswagen,Polo,2012.0,27539,1,PETROL,3.58
Maruti,Swift,2015.0,85038,1,PETROL,5.62
Hyundai,Eon,2015.0,58321,3,PETROL,2.69
Maruti,Ciaz,2014.0,70030,1,PETROL,8.37
Volkswagen,Polo,2011.0,31380,1,PETROL,3.02
Maruti,Ciaz,2018.0,38754,1,PETROL,8.24
Volkswagen,Polo,2016.0,80912,2,PETROL,5.02
Volkswagen,Vento,2020.0,32947,1,PETROL,11.0
Toyota,Corolla Altis,2013.0,56766,3,PETROL,4.34
Hyundai,Grand i10,2017.0,41803,2,PETROL,5.5
Maruti,S PRESSO,2021.0,24608,1,PETROL,4.07
Tata,TIGOR,2017.0,73344,2,PETROL,4.07
Toyota,Etios,2011.0,83398,1,PETROL,2.95
Maruti,Ciaz,2016.0,114119,1,PETROL,6.14
Maruti,Dzire,2017.0,74344,1,DIESEL,6.97
Hyundai,Verna,2017.0,31198,1,PETROL,7.82
Maruti,A Star,2010.0,46559,1,PETROL,1.75
Hyundai,Elite i20,2017.0,27172,1,PETROL,6.93
Maruti,Swift Dzire,2012.0,121911,1,DIESEL,3.94
Hyundai,Verna,2016.0,95667,3,DIESEL,5.64
Hyundai,Eon,2017.0,39577,1,PETROL,3.19
Honda,Amaze,2020.0,38595,1,PETROL,9.63
Maruti,Swift,2013.0,62217,1,PETROL,4.72
Hyundai,Creta,2019.0,48494,1,CNG,11.08
Hyundai,i10,2012.0,31474,1,PETROL,3.98
Hyundai,Grand i10,2017.0,39595,1,PETROL,5.55
Honda,City,2019.0,32764,1,PETROL,6.77
Tata,Tiago,2019.0,56261,1,PETROL,4.75
Maruti,Wagon R 1.0,2017.0,40045,2,PETROL,3.89
Maruti,Swift,2017.0,21736,1,PETROL,5.62
Tata,Tiago,2018.0,37814,1,PETROL,5.85
Hyundai,Eon,2017.0,31803,1,PETROL,3.32
Hyundai,Elite i20,2017.0,80030,1,PETROL,6.61
Hyundai,Creta,2018.0,61943,2,DIESEL,8.28
Hyundai,Elite i20,2019.0,26880,2,PETROL,7.03
Hyundai,Grand i10,2016.0,64115,1,PETROL,4.88
Skoda,Rapid,2016.0,98376,1,DIESEL,6.91
Hyundai,Elite i20,2015.0,21693,1,PETROL,5.7
Volkswagen,Vento,2015.0,79288,1,PETROL,5.01
Maruti,Wagon R 1.0,2014.0,38529,1,CNG,3.66
Maruti,New Wagon-R,2019.0,53085,1,CNG,5.19
Honda,Brio,2013.0,68384,1,PETROL,2.69
Volkswagen,Ameo,2016.0,95116,1,DIESEL,5.11
Maruti,New Wagon-R,2021.0,18457,1,CNG,6.23
Maruti,Wagon R 1.0,2014.0,23760,1,PETROL,2.76
Maruti,IGNIS,2021.0,45873,1,PETROL,5.27
Maruti,Alto,2012.0,100100,1,PETROL,2.36
Hyundai,VENUE,2019.0,36675,2,PETROL,9.37
Maruti,Swift,2017.0,61280,2,PETROL,5.94
Maruti,Wagon R 1.0,2017.0,62419,1,CNG,3.92
Renault,Duster,2019.0,5933,1,PETROL,8.52
Maruti,Alto K10,2017.0,35112,2,PETROL,3.45
Hyundai,Grand i10,2017.0,22294,1,PETROL,5.71
Hyundai,Elite i20,2019.0,67449,2,PETROL,6.47
Maruti,Ciaz,2017.0,14010,1,PETROL,11.44
Hyundai,GRAND I10 NIOS,2021.0,34714,1,CNG,7.01
Honda,Brio,2012.0,87713,2,PETROL,2.48
Maruti,Zen Estilo,2010.0,79176,2,PETROL,1.59
Honda,City,2017.0,106933,1,PETROL,3.22
Honda,Jazz,2018.0,35099,1,PETROL,6.1
Honda,Jazz,2015.0,98051,1,DIESEL,4.67
Honda,City,2017.0,74573,1,PETROL,7.46
Maruti,Alto 800,2018.0,21549,1,PETROL,3.13
Hyundai,Grand i10,2017.0,43926,1,PETROL,4.05
Maruti,Swift,2012.0,42762,1,PETROL,4.87
Maruti,Baleno,2016.0,57404,1,DIESEL,6.32
Hyundai,Creta,2018.0,67341,1,DIESEL,10.8
Maruti,Wagon R 1.0,2011.0,70937,3,PETROL,2.42
Honda,Brio,2014.0,50670,2,PETROL,4.18
Maruti,Baleno,2016.0,63328,1,PETROL,6.22
Hyundai,i10,2014.0,47025,1,PETROL,3.64
Hyundai,Verna,2013.0,45517,1,DIESEL,4.13
Maruti,Alto 800,2019.0,32402,1,PETROL,3.01
Maruti,Swift Dzire,2016.0,73201,1,DIESEL,5.44
Datsun,Go,2016.0,47323,1,PETROL,2.12
Maruti,IGNIS,2017.0,67242,2,PETROL,5.09
Maruti,A Star,2010.0,18589,1,PETROL,1.5
Toyota,YARIS,2020.0,103777,1,PETROL,6.28
Maruti,Alto,2010.0,9129,1,PETROL,1.5
Hyundai,Elite i20,2016.0,90374,1,PETROL,6.24
Maruti,Celerio,2015.0,50934,1,PETROL,3.9
Honda,Jazz,2017.0,69745,1,PETROL,4.98
Volkswagen,Polo,2018.0,32406,2,PETROL,5.78
Maruti,Dzire,2021.0,40394,2,PETROL,7.31
Hyundai,Eon,2017.0,119490,1,PETROL,2.79
Hyundai,Creta,2017.0,80702,1,DIESEL,10.98
Maruti,Vitara Brezza,2021.0,34541,1,PETROL,9.07
Hyundai,Grand i10,2019.0,46210,2,PETROL,4.3
Hyundai,VENUE,2021.0,13342,1,PETROL,9.91
Toyota,Corolla Altis,2017.0,66207,1,PETROL,10.86
Maruti,S Cross,2017.0,70930,1,DIESEL,6.45
Toyota,Etios Liva,2018.0,90753,1,DIESEL,5.08
Toyota,Etios Liva,2011.0,55314,1,PETROL,2.13
Maruti,Baleno,2018.0,18335,1,PETROL,6.36
Maruti,Baleno,2019.0,48397,2,PETROL,5.5
Tata,TIGOR,2021.0,31271,1,PETROL,7.06
Hyundai,Elite i20,2016.0,56136,2,PETROL,5.23
Maruti,Zen Estilo,2010.0,35817,1,PETROL,1.47
Mahindra,XUV500,2017.0,77254,1,DIESEL,10.7635
Mahindra,XUV 3OO,2019.0,57202,1,PETROL,9.74
Ford,Ecosport,2017.0,91641,1,PETROL,6.51
Maruti,Alto 800,2014.0,32586,2,PETROL,2.16
Maruti,Alto 800,2018.0,63556,1,PETROL,3.41
Maruti,Alto K10,2011.0,63122,1,PETROL,1.63
Honda,City,2017.0,66960,1,PETROL,4.94
Maruti,Alto,2020.0,28328,1,PETROL,4.09
Maruti,IGNIS,2017.0,51788,1,CNG,6.13
Hyundai,Grand i10,2017.0,56218,1,PETROL,5.59
Maruti,Ciaz,2016.0,55437,2,PETROL,6.61
Maruti,New Wagon-R,2019.0,43236,2,PETROL,4.67
Maruti,Swift,2018.0,45911,1,PETROL,7.29
Renault,Kwid,2018.0,27862,3,PETROL,3.45
Maruti,Alto,2021.0,20340,1,CNG,4.65
Hyundai,AURA,2021.0,21923,1,PETROL,6.72
Maruti,Ciaz,2022.0,33151,1,PETROL,8.51
Maruti,Celerio,2019.0,103872,1,CNG,5.09
Tata,Tiago,2017.0,70952,1,PETROL,4.88
Maruti,Celerio,2017.0,49815,1,PETROL,5.2
Renault,Duster,2018.0,61426,2,PETROL,7.11
Maruti,Swift,2020.0,64086,1,PETROL,7.05
Hyundai,Creta,2020.0,41003,1,PETROL,14.92
Honda,City,2021.0,19497,1,PETROL,12.5
Ford,Ecosport,2018.0,24567,2,PETROL,9.45
Maruti,Swift,2017.0,71763,1,PETROL,4.78
Renault,Kwid,2018.0,71789,1,PETROL,4.06
Tata,Tiago,2017.0,25704,1,PETROL,5.08
Maruti,Baleno,2016.0,51002,2,PETROL,5.31
Tata,ALTROZ,2021.0,12280,1,PETROL,7.92
Hyundai,Elite i20,2014.0,47140,1,DIESEL,5.91
Maruti,Baleno,2018.0,60684,1,PETROL,5.91
Hyundai,Grand i10,2015.0,32168,1,PETROL,5.35
Renault,Kwid,2020.0,56485,1,PETROL,4.12
Tata,Tiago,2020.0,51040,1,PETROL,6.27
Honda,Amaze,2014.0,12288,2,PETROL,6.59
Volkswagen,Polo,2014.0,76583,3,PETROL,4.1
Hyundai,Verna,2018.0,28388,1,PETROL,7.81
Maruti,S PRESSO,2020.0,21226,1,PETROL,4.85
Renault,Kwid,2021.0,1680,1,PETROL,5.25
Hyundai,Santro Xing,2013.0,6111,2,PETROL,2.26
Hyundai,Grand i10,2017.0,19924,1,PETROL,4.96
Hyundai,Grand i10,2016.0,29966,1,PETROL,5.13
Hyundai,Grand i10,2018.0,11097,1,PETROL,5.03
Hyundai,i10,2016.0,42444,1,PETROL,3.96
Hyundai,Elite i20,2017.0,32289,2,PETROL,6.87
Maruti,Ertiga,2016.0,65151,1,PETROL,7.95
Maruti,Wagon R 1.0,2014.0,82749,2,CNG,2.92
Hyundai,Elite i20,2019.0,75000,1,PETROL,7.1
Hyundai,GRAND I10 NIOS,2022.0,23005,1,CNG,7.49
Tata,ALTROZ,2020.0,27651,1,PETROL,5.25
Honda,City,2014.0,66138,2,PETROL,7.22
Tata,NEXON,2019.0,70632,1,PETROL,8.62
Maruti,Alto 800,2019.0,29095,2,PETROL,2.79
Maruti,Alto 800,2018.0,9370,1,PETROL,3.36
Hyundai,Creta,2016.0,65117,1,PETROL,7.84
Hyundai,NEW SANTRO,2021.0,39295,1,CNG,5.83
Datsun,Go Plus,2018.0,27977,1,PETROL,3.34
Ford,Ecosport,2014.0,54379,1,PETROL,4.8
Hyundai,Creta,2018.0,71764,1,DIESEL,11.22
Maruti,Dzire,2019.0,20981,1,PETROL,6.46
Hyundai,NEW SANTRO,2019.0,74504,1,PETROL,4.04
